Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,IL,2017,"12        ",Male,18,Right-Handed,193,27,195,3,Car,7,.25,30,Tennis,0,0,0,0,0,1000,26,"Right foot",195,195,"Index finger",June,Spring,No,No,Meat,Water,"Physical education",9,9,2,"Yes - other","Text messaging",100,120,5,1,10,1,10,1,1,5,1,3,0,5,Some,"Less than high school","Rap/Hip hop",Invisibility,Rich,"Business person","International aid"
USA,IL,2018,"12        ",Male,17,Right-Handed,177,26,170,5,Car,14,0.3,60,Soccer,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,IL,2014,"12        ",Male,17,Left-Handed,178,,,1,Bus,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,IL,2017,"12        ",Female,17,Right-Handed,160,24,166,2,Car,5,.46,34,Walking/Hiking,936,920,700,850,936,930,25,"Left foot",74,76,"Ring finger",May,Winter,No,No,Breads/Sandwiches,Milk,History,6,7,4,"Yes - broadband connection","Text messaging",65,60,4,0,8,2,5,0,3,1,14,4,0,2,"A lot","Graduate degree",Pop,Fly,Happy,Friend,"International aid"
USA,IL,2018,"12        ",Male,18,Right-Handed,165,15,162,3,Bus,13,.92,32,Soccer,75,75,75,85,70,80,15,"Left foot",,70,"Ring finger",January,Summer,No,No,Pizza/Pasta,Water,"Physical education",7,10,10,"Yes - broadband connection","In person",15,15,25,1,5,15,45,6,40,15,15,15,45,20,"A lot",Other,"Rap/Hip hop","Freeze time",Happy,Relative,"International aid"
USA,IL,2019,"10        ",Female,16,Right-Handed,,22,61,2,Car,"25 ",0.466,46,Other,500,500,500,500,0,200,23,"Left foot",70,70,"Same length",June,Fall,No,No,"No favorite",Water,Science,6,4,5,"Yes - other","Text messaging",10000,10000,80,5,0,48,21,0,126,70,120,0,0,4,"Very little","Undergraduate degree",Other,"Freeze time",Happy,Other,Health
USA,IL,2015,"12        ",Male,18,Left-Handed,179,26,183,2,Walk,10,.364,54,Tennis,743,861,797,893,380,535,27,"Left foot",90,80,"Index finger",April,Summer,Yes,No,Soups,"Soft drink (non-caffeinated)","Mathematics and statistics",7,5,4,"Yes - other","Text messaging",26,28,12,10,2,1,1,1,25,20,5,15,0,4,Some,"Undergraduate degree",Techno/Electronic,Telepathy,Famous,Friend,Health
USA,IL,2014,"12        ",Female,17,Right-Handed,182.8,25.6,177.8,2,Car,15,.327,40,Swimming,10,10,10,10,1000,1000,26,"Left foot",85,95,"Ring finger",December,Winter,No,No,Meat,Water,"Mathematics and statistics",7,10,3,"Yes - broadband connection","Text messaging",73,95,20,1,10,2,20,0,5,5,5,2,10,5,"A lot","Graduate degree",Country,Invisibility,Rich,Friend,"Arts, culture, sports"
USA,IL,2014,"12        ",Female,17,Right-Handed,163,21,68,1,Car,12,.719,35,Running/Jogging,900,900,800,300,500,800,21,"Same length",7.2,7.2,"Same length",July,Fall,Yes,Yes,Fruit,Water,English,7,5,3,"Yes - broadband connection","In person",100,115,60,1,5,30,2,0,5,3,2,1,25,20,Some,"Graduate degree",Other,Fly,Happy,"Musician or singer","International aid"
USA,IL,2019,"12        ",Male,17,Left-Handed,186,28,183,1,Car,15,0.62,46,Basketball,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,IL,2019,"10        ",Female,15,Right-Handed,165.1,23,146,2,Car,25,0.547,36,Tennis,1000,1000,1000,1000,50,701,23,"Same length",66,65,"Index finger",August,Summer,No,No,Pizza/Pasta,Water,Art,9,10,4,"Yes - other","Text messaging",16,18,3,2,2,1,3,2,6,7,2,8,0,1,"A lot","Graduate degree","Rap/Hip hop",Telepathy,Famous,Other,"Wildlife, animals"
USA,IL,2019,"10        ",Female,15,Right-Handed,5'2,22,69,3,Walk,20,0.303,59,Soccer,882,914,936,941,824,920,22,"Same length",6,7,"Ring finger",November,Fall,Yes,No,"No favorite",Juice,English,8,7,5,"Yes - other","In person",2,10,11,10,8,16,5,4,3,3,2,3,10,9,Some,"Graduate degree",Pop,"Freeze time",Rich,"Business person",Health
USA,IL,2018,"12        ",Female,18,Right-Handed,156,22,156,2,Walk,5,.396,54,Other,465,465,1000,1000,1000,1000,10,"Left foot",82,82,"Same length",February,Fall,No,No,Fruit,Juice,Music,6,10,3,"Yes - other","In person",12,10,10,0,3,5,0,0,3,.5,5,0,20,3,"Very little","Graduate degree","Rhythm and blues (R&B)",Invisibility,Rich,"Doctor or nurse","Education/Youth development"
USA,IL,2017,"12        ",Male,17,Left-Handed,178,23,180,1,Car,10,0.428,30,Swimming,920,861,455,695,797,797,24,,11,12,"Ring finger",September,Summer,Yes,No,Meat,"Soft drink (non-caffeinated)","Computers and technology",7,8,1,"Yes - broadband connection","Internet chat or instant messaging",0,0,12,0.5,6,6,4,20,0,2,30,2,0,1,"A lot","Graduate degree","Rock and roll",Invisibility,Happy,Other,"Education/Youth development"
USA,IL,2019,"10        ",Female,15,Right-Handed,161,25,153,2,Car,20,0.358,55,Other,1000,1000,1000,1000,2,500,25,"Same length",65,70,"Ring finger",December,Spring,No,No,"No favorite",Water,"Physical education",6,8,4,"Yes - other","Myspace, Facebook, other social networking sites, or blog",250,300,4,1,5,1,15,0,100,100,10,0,20,0,"A lot","Graduate degree","Rap/Hip hop",Invisibility,Rich,Relative,"Wildlife, animals"
USA,IL,2018,"12        ",Female,18,Left-Handed,170.2,25,162,1,Car,15,.458,52,Other,920,800,700,950,900,1000,26,"Left foot",80,75,"Index finger",December,Summer,No,No,Pizza/Pasta,Water,"Social studies",7,8,3,"Yes - broadband connection","Text messaging",60,50,5,1,2,8,4,0,10,9,7,5,15,3,Some,"Graduate degree",Pop,Invisibility,Happy,Relative,Environment
USA,IL,2019,"10        ",Male,15,Right-Handed,167,28,71,2,Car,15,295,39,Soccer,999,920,980,820,200,700,30,"Left foot",70,70,"Same length",,Fall,No,No,Fruit,Juice,"Mathematics and statistics",7,14,11,"Yes - broadband connection","Internet chat or instant messaging",32,40,7,24,10,9,12,15,7,2,2,10,0,5,Some,"Graduate degree","Rap/Hip hop","Freeze time",Healthy,"Sports person",Environment
USA,IL,2016,"9         ",Male,14,Right-Handed,171,25,169,2,Car,25,.678,76,Basketball,500,700,900,800,800,800,24,"Right foot",90,85,"Index finger",September,Summer,No,No,"No favorite",Water,Music,8,12,3,"Yes - other","Myspace, Facebook, other social networking sites, or blog",30,50,,,,,,,,,,,,,"A lot",Other,"Rap/Hip hop",Invisibility,Happy,"Sports person","Education/Youth development"
USA,IL,2016,"9         ",Male,15,Right-Handed,1.80,27,1.88,1,Car,15,.74,50,Soccer,500,600,505,700,100,1000,27,"Right foot",75,80,"Ring finger",January,Summer,No,No,Meat,"Sports drink",History,6,10,4,"Yes - other","Myspace, Facebook, other social networking sites, or blog",15,10,6,1,20,2,10,7,1,1,4,6,4,1,Some,"Graduate degree","Punk rock",Fly,Rich,"Business person","Wildlife, animals"
USA,IL,2018,"12        ",Male,17,Right-Handed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rich,,
USA,IL,2015,"12        ",Female,17,Right-Handed,162,25,160,1,Car,12,.264,47,Baseball/Softball,700,500,600,800,600,1000,25,"Same length",80,82,"Ring finger",July,Fall,No,No,Other,Water,Science,5,12,5,"Yes - broadband connection","Text messaging",400,450,42,10,6,10,35,1,5,30,20,3,7,2,Some,"Graduate degree",Country,Invisibility,Happy,Relative,Health
USA,IL,2016,"12        ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,IL,2016,"12        ",Female,17,Left-Handed,175,25,170,1,Car,12,0.374,36,Basketball,519,176,460,342,652,652,25,"Same length",80,90,"Ring finger",May,Fall,No,No,Pizza/Pasta,Water,English,7,9,4,"Yes - other","Text messaging",56,60,12,1,4,24,12,0,100,50,100,67,0,0,Some,"Undergraduate degree","Rap/Hip hop",Invisibility,Happy,Relative,"International aid"
USA,IL,2017,"9         ",Male,14,Right-Handed,171,24,173,2,Walk,18,46,55,"Martial Arts",500,500,500,500,600,800,25,"Left foot",96,100,"Ring finger",June,Summer,No,No,Pizza/Pasta,Juice,"Mathematics and statistics",7,10,6,"Yes - other","Text messaging",2,6,0,1,5,2,0,1,0,1,10,10,0,1,Some,"Graduate degree",Techno/Electronic,Fly,Healthy,"Business person",Health
USA,IL,2014,"12        ",Male,17,Right-Handed,165,23,122,2,Car,15,.725,44,Soccer,400,200,700,750,900,1000,23,"Right foot",76.2,77,"Ring finger",October,Fall,No,No,Poultry,Water,History,7,11,2,"Yes - broadband connection","Text messaging",50,60,0,1,9,100,5,3,60,80,110,42,0,4,"A lot","Graduate degree","Rap/Hip hop","Freeze time",Healthy,Relative,"International aid"
USA,IL,2019,"10        ",Female,16,Right-Handed,154.9,25.5,,2,Walk,30,0.447,58,"Martial Arts",1000,1000,1000,1000,1000,1000,25.5,"Same length",,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,IL,2019,"10        ",Female,15,Right-Handed,155,23,47,1,Walk,"15 ",0.488,08,Basketball,1000,800,952,800,100,0,23,"Same length",50,45,"Same length",August,Summer,No,No,"No favorite",Water,Other,5,3,3,"No internet connection","In person",100,150,20,0,2,20,1,1,5,1,1,1,0,1,"A lot","Graduate degree",Other,,Happy,Other,Health
USA,IL,2016,"9         ",Male,15,Right-Handed,177,30,69,1,Car,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,IL,2017,"12        ",Female,17,Left-Handed,165.1,24,163,3,Car,6,.399,40,Soccer,75,50,25,30,100,100,24,"Same length",74,75,"Ring finger",September,Fall,No,No,"Rice/Noodle dishes",Water,Science,6,9,4,"Yes - other","In person",20,20,4,2,28,3,8,0,15,1,10,10,0,3,"A lot","Graduate degree",Pop,"Freeze time",Healthy,Relative,"International aid"
USA,IL,2019,"10        ",Female,15,Right-Handed,163,25,156,2,Walk,25,0.388,34,Other,497,358,701,455,850,947,25,"Same length",60.5,70.5,"Ring finger",February,Fall,No,No,Meat,Water,"Physical education",7-8,8-10,4,"Yes - broadband connection","In person",35,50,45,2.5,1.5,68,,,,,,,,,,,,,,,
USA,IL,2012,"11        ",Male,17,Right-Handed,73,25,73,1,Car,15,.31,35,None,1,2,3,4,5,6,25,"Same length",64,60,"Index finger",March,Winter,No,No,Pizza/Pasta,Milk,Science,6,10,6,"Yes - broadband connection","In person",0,1,15,.4,4,2,1,4,0,.1,2,6,20,3,Some,"Graduate degree","Rock and roll",Fly,Happy,Politician,"International aid"
USA,IL,2017,"9         ",Female,15,Right-Handed,168,21,162,2,Car,45,.727,35,Other,100,400,200,300,900,999,20,"Right foot",60,70,"Ring finger",January,Summer,Yes,No,"Rice/Noodle dishes",Water,Languages,6,9,4,"Yes - other","Text messaging",50,50,10,2,10,7,14,12,20,20,20,12,0,2,"Very little","Graduate degree",Pop,Telepathy,Happy,"Sports person","Wildlife, animals"
USA,IL,2014,"12        ",Female,17,Right-Handed,170,24,165,1,Car,20,0.345,35,Other,636,556,797,736,740,700,25,"Left foot",78,80,"Ring finger",December,Fall,No,No,"Rice/Noodle dishes",Water,Languages,6,8,4,"Yes - broadband connection","Text messaging",50,50,7,1,16,8,15,0,2,2,2,5,2,1,"A lot","Graduate degree",Country,"Freeze time",Happy,Relative,"Education/Youth development"
USA,IL,2017,"12        ",Male,17,Right-Handed,174,28,174,2,Car,15,.268,39,Lacrosse,1000,765,824,813,1000,1000,27,"Right foot",100,"104 ","Ring finger",June,Spring,Yes,No,Breads/Sandwiches,Coffee,Science,5,8,4,"Yes - broadband connection","Text messaging",100,100,2,1,20,20,5,1,1,4,10,6,0,10,"A lot","Graduate degree",Jazz,"Freeze time",Happy,"Musician or singer","International aid"
USA,IL,2018,"12        ",Female,17,Right-Handed,187,24,187,1,Car,7,0.371,52,Swimming,100,90,100,100,95,95,24,"Right foot",72,72,"Same length",June,Fall,Yes,No,Pizza/Pasta,Water,Art,7,9,4,"Yes - broadband connection","In person",75,75,15,1,12,5,10,0,5,3,5,15,0,1,Some,"Undergraduate degree",Other,Fly,Happy,"Musician or singer",Environment
USA,IL,2016,"9         ",Female,14,Right-Handed,165,25,180,1,Car,15,0.344,53,Baseball/Softball,513,353,508,476,214,770,23,"Right foot",80,75,"Index finger",October,Summer,No,No,Desserts,Water,"Mathematics and statistics",7,10,6,"Yes - broadband connection","Text messaging",25,100,6,0,2,1,6,0,3,1,0,7,0,0,Some,"Graduate degree",Pop,Invisibility,Happy,"Musician or singer",Health
USA,IL,2019,"10        ",Male,15,Right-Handed,167,28,71,2,Car,15,295,39,Soccer,999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,IL,2018,"12        ",Female,16,Left-Handed,169,24,165,2,Car,10,0.712,41,Dancing,1000,1000,950,950,750,900,23.5,"Right foot",94,102,"Ring finger",May,Spring,No,No,"No favorite",Water,Music,7,8,3,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",3,4,8,0.3,4,30,4,0.3,15,1,50,12,0,3,Some,"Graduate degree",Pop,Fly,Happy,Relative,Environment
USA,IL,2016,"12        ",Female,17,Right-Handed,160,20,158,2,Car,5,.419,45,Running/Jogging,300,600,900,800,100,100,19,"Right foot",65,65,"Same length",June,Summer,No,No,Meat,Water,Other,6,8,6,"Yes - other","Text messaging",150,150,6,1,10,8,3,1,8,2,6,1,10,2,"A lot","Graduate degree",Classical,Fly,Happy,"Doctor or nurse",Health
USA,IL,2018,"12        ",Female,18,Right-Handed,"149 ",152,145.5,2,Car,"5 ",0.826,38,Bowling,1000,956,920,594,540,600,152,"Same length",70,70,"Same length",September,Spring,No,No,Pizza/Pasta,Water,Languages,8,10,4,"Yes - broadband connection","In person",19,14,7,14,22,10,12,6,25,14,35,9,0,14,Some,"Graduate degree","Rhythm and blues (R&B)",Fly,Happy,Relative,"Education/Youth development"
USA,IL,2019,"12        ",Female,17,Right-Handed,167,27,156,1,Car,10,0.372,46,Walking/Hiking,1000,900,1000,1000,600,700,26,"Right foot",75,84,"Ring finger",January,Winter,No,No,Desserts,Water,Art,6,10,3,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",50,35,2,0,14,2,9,2,35,1,35,21,0,3,Some,"Undergraduate degree",Other,"Freeze time",Happy,Relative,Environment
USA,IL,2014,"12        ",Male,17,Right-Handed,177,25,184,2,Car,5,.314,56,Walking/Hiking,852,850,850,750,500,650,25,"Same length",84,79,"Index finger",July,Fall,No,No,Pizza/Pasta,Milk,,7,9,4,"Yes - broadband connection","Cell phone",15,15,2,2,15,10,5,2,5,2,5,1,0,5,"A lot","Graduate degree","Rock and roll","Freeze time",Happy,Politician,"Education/Youth development"
USA,IL,2019,"12        ",Female,17,Right-Handed,165,24,161,2,Car,13,0.582,34,Soccer,600,600,600,600,700,1000,25,"Left foot",9,8,"Index finger",December,Summer,No,No,Seafood,"Soft drink (caffeinated)",English,6,9,3,"Yes - broadband connection","Text messaging",30,30,5,6,2,2,9,0,7,9,9,3,2,4,"A lot","Undergraduate degree","Rhythm and blues (R&B)",Telepathy,Happy,"Musician or singer","Arts, culture, sports"
USA,IL,2016,"12        ",Female,16,Right-Handed,155,22,151,2,Car,15,.336,38,Athletics,600,600,600,600,600,700,22,"Same length",75,80,"Ring finger",December,Summer,No,No,Fruit,Coffee,Other,7,6,3,"Yes - other","Text messaging",50,50,3,2,25,10,12,0,7,3,48,7,0,2,Some,Other,Pop,Telepathy,Healthy,"Doctor or nurse",Health
USA,IL,2014,"12        ",Female,17,Right-Handed,,,,1,Walk,2,.43,35,Other,5,500,5,5,490,1000,,,,,"Index finger",November,Fall,Yes,No,Desserts,Juice,"Mathematics and statistics",6,8,3,"Yes - broadband connection","Text messaging",20,30,40,1,3,20,10,0,20,20,20,20,10,1,Some,"Undergraduate degree","Rap/Hip hop",Telepathy,Happy,Other,Health
USA,IL,2013,"12        ",Female,18,Right-Handed,160,22,160,1,Car,5,.423,37,Tennis,663,663,86,358,1000,1000,23,"Left foot",65,75,"Ring finger",November,Summer,No,No,"Rice/Noodle dishes",Milk,"Mathematics and statistics",8,10,4,"Yes - other","In person",24,25,20,3,7,10,20,0,2,15,10,4,20,2,Some,"Graduate degree",Pop,Invisibility,Happy,Friend,Health
USA,IL,2016,"9         ",Female,15,Right-Handed,170,24,156,1,Car,20,.801,44,Dancing,0,10,10,10,500,1000,26,"Left foot",7,6,"Index finger",October,Winter,Yes,No,Pizza/Pasta,Water,History,7,10,5,"Yes - other","Text messaging",100,100,30,2,60,5,40,0,10,30,20,70,0,3,Some,"Graduate degree",Country,"Freeze time",Rich,"Doctor or nurse",Health
USA,IL,2014,"12        ",Male,18,Right-Handed,182,27,195,2,Car,5,.354,36,Soccer,655,721,463,502,589,547,29,"Left foot",75,77,"Ring finger",June,Summer,No,No,Pizza/Pasta,Water,"Physical education",8,10,4,"Yes - broadband connection","Text messaging",200,201,12,1,2,1,15,1,8,40,8,8,0,1,Some,"Graduate degree",Techno/Electronic,Telepathy,Happy,"Coach or club leader",Health
USA,IL,2019,"10        ",Female,16,Right-Handed,160,23.8,163,2,Car,7,0.513,44,Soccer,1000,999,500,1000,20,1000,23.8,"Same length",60,65,"Ring finger",May,Summer,No,No,Seafood,Water,"Physical education",8,6,6,"Yes - other","Internet chat or instant messaging",150,148,10,,,,,,,,,,,,,,,,,,
USA,IL,2015,"12        ",Female,17,Left-Handed,170,24,173,2,Bus,20,,.25,Soccer,300,200,500,700,800,999,24,"Same length",7,7.4,"Ring finger",July,Summer,No,No,Fruit,Water,Science,6,8,4,"Yes - other","Text messaging",50,60,54,10,8,30,15,0,25,50,40,30,5,25,"Very little",Other,Techno/Electronic,"Super strength",Healthy,"Sports person","Wildlife, animals"
USA,IL,2012,"12        ",Male,17,Right-Handed,183,27.94,183,1,Car,15,0.38,31,Swimming,1000,1000,1000,1000,1000,1000,27.90,"Right foot",,,,June,Summer,Yes,No,"Rice/Noodle dishes",Water,History,5,8,4,"Yes - broadband connection","Cell phone",20,18,0,28,17,9,0,3,20,14,40,8,9,12,Some,"Graduate degree","Rap/Hip hop",Telepathy,Happy,"Religious figure","Arts, culture, sports"
USA,IL,2016,"9         ",Female,13,Right-Handed,162.5,23.5,163,2,Car,20,0.309,71,Soccer,850,700,900,800,50,50,20.5,"Right foot",8,8.5,"Ring finger",December,Fall,No,No,Meat,Water,"Mathematics and statistics","9 ",11,4,"Yes - other","Text messaging",5,15,2,0,2,1,6,0,2,0.5,1,0.5,0,"3 ",,,,,,,
USA,IL,2016,"12        ",Male,17,Left-Handed,144,28,148,1,Walk,20,0.511,27,Swimming,900,600,800,700,700,800,26,"Right foot",80,90,"Ring finger",April,Fall,No,No,Poultry,Water,History,7,9,4,"Yes - other","Text messaging",9,12,15,0,5,3,8,8,3,2,2,15,0,5,Some,"Graduate degree","Rap/Hip hop",Fly,Happy,Teacher,"Education/Youth development"
USA,IL,2016,"9         ",Female,15,Ambidextrous,160,25,160,2,Car,11,,,"Martial Arts",600,871,397,399,230,1000,,"Left foot",,,"Ring finger",December,Fall,No,No,Pizza/Pasta,Water,"Physical education",7,12,9,"Yes - broadband connection","Text messaging",20,50,,,,,,,,,,,,,"A lot",Other,"Heavy metal",Invisibility,Happy,"Religious figure",Health
USA,IL,2015,"12        ",Male,18,Right-Handed,64,23,171,1,Bus,45,.358,40,Basketball,900,900,500,500,1000,1000,25,"Left foot",,,,September,Summer,No,No,Pizza/Pasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,IL,2012,"12        ",Male,17,Right-Handed,182.5,27,188,1,Car,7.5,.381,35,Tennis,600,600,300,700,700,800,27.5,"Left foot",70,85,"Ring finger",September,Summer,Yes,No,Meat,Water,History,7.5,8.5,2,"Yes - broadband connection","In person",85,80,20,1,10,5,12,20,20,40,30,40,18,2,Some,"Graduate degree",Reggae,"Freeze time",Happy,Other,"International aid"
USA,IL,2018,"12        ",Female,17,Left-Handed,164,23,157,1,Car,13,0.34,38,Dancing,800,800,900,800,800,850,24,"Left foot",7.5,7.5,"Same length",November,Fall,Yes,No,Pizza/Pasta,Juice,English,5.5,7.5,4,"Yes - broadband connection","In person",55,50,8,2,6,2,12,1,6,2,6,3,0,2,Some,"Graduate degree",Other,"Freeze time",Happy,"Coach or club leader","Education/Youth development"
USA,IL,2019,"10        ",Female,15,Right-Handed,162.5,23.5,156.5,2,Car,25,0.342,41,Soccer,756,545,786,824,10,653,23.5,"Same length",70,70,"Same length",April,Fall,No,No,Fruit,"Soft drink (non-caffeinated)","Physical education",7,10,7,"Yes - other","Internet chat or instant messaging",55,60,49,2,1,50,10,2,20,20,5,6,0,6,"Very little","Graduate degree","Rap/Hip hop",Invisibility,Healthy,"Business person","International aid"
USA,IL,2015,"12        ",Female,17,Right-Handed,68,23,163,1,Car,10,0.273,37,Other,1000,50,25,65,1000,1000,23,"Same length",9,7,"Index finger",July,Summer,No,No,"Rice/Noodle dishes",Water,"Social studies",8,6,3,"Yes - broadband connection","Text messaging",70,80,5,2,8,9,4,0,8,24,2,2,4,3,"A lot","Less than high school","Rap/Hip hop",Telepathy,Happy,Relative,Health
USA,IL,2019,"10        ",Male,99,Right-Handed,999,10,99,7,Boat,120,0.002,16,"Martial Arts",1000,1000,1000,1000,1000,1000,10,"Same length",1000,1000,"Same length",May,Winter,No,Yes,Meat,Juice,Art,7,8-9,3,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",30,43,9999,999,99,9,0.9,0.009,0.009,,,,,,,,,,,,
USA,IL,2017,"9         ",Female,15,Right-Handed,130,19,133,2,Car,29,.783,38,Basketball,200,500,400,200,1000,1000,19,"Same length",53,53,"Same length",September,Summer,No,No,Pizza/Pasta,Water,History,7,10,6,"Yes - broadband connection","Text messaging",50,100,22,0,31,10,15,0,14,10,1,7,0,1,"A lot","Undergraduate degree",Pop,Fly,Happy,Relative,"Education/Youth development"
USA,IL,2018,"12        ",Male,17,Right-Handed,177,25,180,1,Car,15,0.351,53,"Hockey (Ice)",210,439,103,449,866,872,25,"Same length",100,100,"Same length",July,Winter,No,Yes,Meat,Water,Science,6,9,4,"Yes - broadband connection","Text messaging",15,25,2,0.2,15,5,6,10,10,8,25,8,0,1,Some,"Graduate degree",Other,Fly,Healthy,"Doctor or nurse",Health
USA,IL,2018,"12        ",Male,18,Right-Handed,71,22,55,1,Boat,5,1,2,"Hockey (Ice)",5,5,5,5,5,5,22,"Same length",10,10,"Same length",September,Summer,No,No,Meat,Tea,"Physical education",6,7,5,"Yes - dial-up connection","Text messaging",15,200,1,2,0,10,10,5,1,1,0,10,28,0,None,"Graduate degree",,Fly,Rich,"Sports person","Arts, culture, sports"
USA,IL,2014,"12        ",Male,16,Right-Handed,175,23,177,3,Bus,45,0.258,34,"Martial Arts",750,666,250,500,0,500,23,"Same length",76,84,"Ring finger",August,Spring,Yes,No,"No favorite",Juice,Other,5,10,6,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",0,0,2,0,35,25,30,0,5,3,15,0,0,2,Some,"Graduate degree",Other,Telepathy,Happy,Other,Health
USA,IL,2014,"12        ",Female,17,Right-Handed,167,24,160,1,Car,20,.324,32,Athletics,650,600,750,600,250,450,24,"Same length",7.2,7.2,"Same length",November,Fall,Yes,No,Desserts,Water,Science,6,8,5,"Yes - broadband connection","Text messaging",100,110,12,1,20,15,15,0,16,15,15,6,4,4,"A lot","Graduate degree",Pop,Telepathy,Happy,"Musician or singer","International aid"
USA,IL,2017,"9         ",Male,15,Ambidextrous,162.5,22.5,120,2,Car,15,.757,54,Athletics,1000,999,1000,1000,666,888,23.5,"Left foot",,80,"Same length",October,Spring,Yes,No,"Rice/Noodle dishes","Sports drink",Other,8,10,4,"Yes - other","Text messaging",50,20,3,0,5,10,4,3,1,1,6,4,0,1,Some,"Graduate degree",Other,"Freeze time",Famous,"Business person",Other
USA,IL,2016,"9         ",Male,14,Right-Handed,174,20.9,170,2,Car,23,.758,69,Bowling,50,25,250,300,100,,22.3,"Left foot",74,71,"Index finger",May,Fall,No,No,Pizza/Pasta,"Soft drink (caffeinated)",History,7,12,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",100,100,8,0.5,10,16,2.5,6,21,2,7,3,0,2,Some,"Graduate degree",Other,"Freeze time",Rich,Actor,Health
USA,IL,2018,"12        ",Female,17,Right-Handed,162,23.5,157,1,Car,7,.459,40,Other,1000,1000,1000,1000,100,500,22,"Right foot",80.5,90,"Ring finger",June,Fall,No,No,Seafood,Water,English,7,9," 6","Yes - broadband connection","Cell phone",25,40,15,3.5,15,10,20,2,10,40,30,5,15,3,Some,"Graduate degree",Country,Telepathy,Happy,Relative,Environment
USA,IL,2015,"12        ",Female,17,Right-Handed,59.25,20,59.8,1,Car,20,0.318,39,Walking/Hiking,1000,900,1000,,,,22,"Left foot",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,IL,2016,"12        ",Male,17,Right-Handed,180,27,,2,Car,8,0.341,55,Basketball,1000,700,800,900,0,600,27,"Same length",75,80,"Ring finger",October,Spring,No,No,Meat,Water,Other,7,9,5,"Yes - other","Text messaging",30,100,3,1,5,3,3,4,5,6,10,0,5,2,Some,"Graduate degree","Rap/Hip hop",Invisibility,Rich,"Business person",Environment
USA,IL,2018,"12        ",Female,17,Right-Handed,176,22,165,1,Car,8,0.446,40,Running/Jogging,999,500,900,400,2,150,23,"Left foot",7.5,7,"Index finger",February,Fall,Yes,Yes,Fruit,Water,"Mathematics and statistics",8,8,4,"Yes - dial-up connection","In person",5,6,4,0,4,1,4,0,5,2,7,1,0,1,"Very little","Undergraduate degree","Rap/Hip hop",Telepathy,Happy,"Business person","Education/Youth development"
USA,IL,2015,"12        ",Female,17,Right-Handed,156,23,147,2,Car,15,.354,31,None,500,500,500,500,600,1000,23,"Same length",80,90,"Ring finger",March,Fall,No,No,Desserts,"Soft drink (caffeinated)",Other,8,12,7,"Yes - broadband connection","Text messaging",90,100,5,10,10,12,0,0,12,16,14,8,16,5,Some,Other,Pop,Fly,Healthy,Relative,Health
USA,IL,2017,"9         ",Female,14,Right-Handed,151,23,156,1,Walk,15,.381,35,Dancing,647,481,193,412,743,1000,22,"Right foot",71,64,"Index finger",August,Summer,No,Yes,Fruit,Juice,English,5,8,6,"Yes - broadband connection","In person",3,7,5,1,12,5,5,1,1,3,17,24,0,2,"A lot","Graduate degree","Punk rock",Telepathy,Happy,Relative,"International aid"
